"Name of Agency","Address","Phone","Fax","Email","Region","City","State","Contact Person","TYPE"
"M/S. ORIX AUTO INFRASTRUCTURE SERVICES LIMITED","""6th Royd Street, 2nd Floor, Ahilasha Annexe Buildi,Kolkata""","""033 - 2227 5531""","NA","ocr.kolkata@orixindia.com","East","KOLKATA","West Bengal","MR. NEERAJ KUMAR","Tourist Transport Operator"
"M/S MERCURY CAR RENTALS LTD.","""Kolkata Branch, The Oberoi Grand,15, Jawahalal Nehru Road""","""033-6550 3448""","033-22491217","rahulsen@avis.co.in","East","KOLKATA","West Bengal","MR. RAVI LAMBA","Tourist Transport Operator"
"M/S. HEAT TRAVELS & TOURS (INDIA) PVT. LTD.","""Shiv Mahal, 34, Bidyasagar Road, Khalpara,Siliguri""","""0353 - 2504 631, 0353 - 2504 633""","0353 - 2503 630","accounts2heattravels.com","East","SILIGURI","West Bengal","MR. DEEPAK GUPTA","Tourist Transport Operator"
"M/S TOURAIDS (INDIA) TRAVEL SERVICE","""Behind Hotel Trident Hilton,VIP Road ot Taj Mahal""","""0562 - 2230 741, 0562 - 2230 794""","0562 - 2230 710","touraids@sancharnet.in","North","AGRA","Uttar Pradesh","SHRI MAHATIM SINGH","Tourist Transport Operator"
"M/S. TAJ TOURS & TRAVELS","""304, Fatehabad Road, Opposite The Gateway Hotel,Agra""","""0562 - 2231 367, 0562 - 2232 246""","0562 - 2231 368","tajtours@sancharnet.in","North","AGRA","Uttar Pradesh","MR. RAHUL AGARWAL","Tourist Transport Operator"
"M/S LIBRA BUS SERVICE (P) LTD","""Shop No. 114, Jai Inder Singh Market""","""0183-2702037, 0183-2702037""","0161-2493047","librabus.com","North","AMRITSAR","Punjab","MR HARJIT SINGH","Tourist Transport Operator"
"M/S TARA BROTHERS","""S.C.O. 98-100,Sector 17-D""","""0172- 2703 464, 0172 - 2711 808""","0172 - 2701 811","tarabrothers@gmail.com","North","CHANDIGARH","Chandigarh","MR. TARA SINGH","Tourist Transport Operator"
"M/S. INDO CANADIAN TRANSPORT CO.","""SCO - 1064 - 65, Sector 22 - B""","""0172 - 2700 119, 0172 - 5095 462""","NA","NA","North","CHANDIGARH","Punjab","MR. SATWANT S. DEOL","Tourist Transport Operator"
"M/S. COZY TOURS PRIVATE LIMITED","""S.C.F. 1, Sector - 10 D""","""0172 - 2740 850, 0172 - 2741 158""","0172 - 2741 770","cozyten@sify.com","North","CHANDIGARH","Chandigarh","MR. HARMIT SINGH","Tourist Transport Operator"
"M/S. ISG CAR & BUS CO.","""4741/23, Ansari Road, Daryaganj""","""011 - 2435 9138, 011 - 2435 0807""","011 - 2435 4918","isgcarbus@gmail.com","North","DELHI","Delhi","MRS. SWAPRNA GOEL","Tourist Transport Operator"
"M/S. SHREE ANAND TRAVELS","""F -2, Manish Chambers (L.S.C.),Saini Enclave,Vikas Marg""","""011- 2237 8224, 011 - 5525 1832""","011 - 2237 8224","shreeanandtravels@yahoo.com","North","DELHI","Delhi","MR. VIJAY VAZIRANI","Tourist Transport Operator"
"M/S RAJINDRA BUS SERVICE (P) LTD.","""2282, Koria Pul, H.C. Sen Road""","""011- 2386 6353, 011- 2386 7210""","011- 2386 3116","info@rajindratours.com","North","DELHI","Delhi","MR. PREM KUMAR SOIN","Tourist Transport Operator"
"M/S VIVEK TRAVELS (REGD.)","""22, DDA Market, SD Block,Main Road, Pitampura""","""011- 4708 0808, 011- 2731 4321""","011-2731 1809","info@vivektravels.com","North","DELHI","Delhi","MR. VIVEK BHATIA","Tourist Transport Operator"
"M/S. ORIX AUTO INFRASTRUCTURE SERVICES LIMITED","""Plot No. 7B, Maruti Industrial Area, Sector - 18,Gurgaon""","""0124 - 301 4700, 0124 - 301 4701""","0124-301 4702","NA","North","GURGAON","Haryana","MR. HARSH KAPIL","Tourist Transport Operator"
"M/S. FOUR SEASONS INDIA TOURS","""D - 42, Whispering Palms, Subhash Marg, C - Scheme,Jaipur""","""0141 - 5112 605, 0141 - 5112 607""","0141 - 5112 608","fourseasons@dil.in","North","JAIPUR","Rajasthan","MR. RISHI SRIVASTAVA","Tourist Transport Operator"
"M/S. SIYARAM CITY CABS LTD.","""Siyaram Street, Durgapura, Tonk Road""","""0141 - 2722 227, 0141 - 2722 244""","0141 - 2727 272","siyaramholidaymakers.co.in","North","JAIPUR","Rajasthan","MR. PANKAJ ARORA","Tourist Transport Operator"
"M/S SEHGAL TOURIST","""(Tourist Transport Operators), 1018, Arya Samaj,Road, Karol Bagh""","""011-2875 2222, 011-2875 1200""","011-2875 1200","info@sehgaltourist.com","North","NEW DELHI","Delhi","MR. AMARJIT SINGH SEHGAL","Tourist Transport Operator"
"M/S MANN TOURIST TRANSPORT SERVICE (PVT. ) LTD","""UG-51, Palika Place, Panchkuian Road""","""011-2336 5599""","NA","amrit@indialuxurytours.com","North","NEW DELHI","Delhi","M/S PRADEEP KR BANERJEE","Tourist Transport Operator"
"M/S SAKSHI CABS INDIA PRIVATE LIMITED","""40, Central Market, Kidwai Nagar (East)""","""011-2469 2860, 011-2469 2861""","011-2464 5531","sakshi_travels@rediffmail.com","North","NEW DELHI","Delhi","MR. NIRMAL GAUBA","Tourist Transport Operator"
"M/S JASBIR TRAVELS (REGD.)","""Shop No.33, Palika Place Annexe, Panchkuin Road""","""011-2374 2279, 011-2336 0918""","011-2336 7675","NA","North","NEW DELHI","Delhi","MR. JASBIR SINGH","Tourist Transport Operator"
"M/S FRIENDS TOURS & TRAVELS (REGD.)","""45, Central Market, East Kidwai Nagar""","""011-2338 9777, 011-2338 5651""","011-2338 7720","ftt_carental@yahoo.co.in","North","NEW DELHI","Delhi","RAJ NAGAR","Tourist Transport Operator"
"M/S. SATKAR TRAVEL LINES","""7, South Market, Kidwai Nagar, (East)""","""011 - 2463 8207""","011 - 2464 1917","NA","North","NEW DELHI","Delhi","MR. JASBIR SINGH","Tourist Transport Operator"
"M/S AMERICAN EXPRESS TAXI CO.","""34, Janpath""","""011- 3323 830, 011- 3327 243""","011 - 3319 511","NA","North","NEW DELHI","Delhi","MR. SARABJEET SINGH","Tourist Transport Operator"
"M/S APOLLO TRAVELS","""40, Yashwant Place, Chanakya Puri""","""011- 2467 5345, 011 - 2410 8989""","011-2467 5109","NA","North","NEW DELHI","Delhi","MR. SEVA SINGH","Tourist Transport Operator"
"M/S KARACHI TAXI CO.","""34, Janpath""","""011- 2332 7243, 011- 2332 6073""","NA","NA","North","NEW DELHI","Delhi","MR. SARABJIT SINGH","Tourist Transport Operator"
"M/S ADARSH TOURIST TRANSPORT SERVICE (REGD.)","""38 -Yashwant Place,Chankaya Puri""","""011- 2462 3784, 011- 2467 5737""","011- 2431 6961","adarshtours@gmail.com","North","NEW DELHI","Delhi","MR. BALBIR SINGH","Tourist Transport Operator"
"M/S EX-SOLDIERS TOURIST TAXI SERVICE","""Dr. Rajendra Prasad Road,""","""011-2338 4301, 011-2307 0007""","011-2338 9495","baldev@baltravelhouse.com","North","NEW DELHI","Delhi","MR. SANTOSH SINGH","Tourist Transport Operator"
"M/S INTERNATIONAL TOURIST CORPORATION","""5, Suvidha Market, Kaka Nagar,Dr. Zakir Hussain Marg""","""011-2435 5893, 011-2435 0646""","011-2435 0646","taneja_itc1964@rediffmail.com","North","NEW DELHI","Delhi","MR. G. V. NAIR","Tourist Transport Operator"
"M/S SHIV HARI TRAVELS","""G-16, Palika Place, Punchkuian Road, R.K. Ashram Marg""","""011-2374 4026, 011-6570 9470""","011-2374 4026","shivharitravels@hotmail.com","North","NEW DELHI","Delhi","MR. HARI SINGH BAJETHA","Tourist Transport Operator"
"M/S KTC (INDIA) PVT. LTD.","""5-H, Vandhna Building, 11 Tolstoy Marg,""","""011-2372 5860, 011-2372 3166""","011-2331 9511","info@ktcindia.com","North","NEW DELHI","Delhi","MR. SARABJIT SINGH","Tourist Transport Operator"
"M/S DELHI AIRPORT SERVICE (P) LTD.","""15, Local Shopping Centre, Pushp Vihar,(Madangir)""","""011 - 2996 3701, 011 - 2996 3702""","011 - 4164 9073","hdrsingh@yahoo.com","North","NEW DELHI","Delhi","COL. H. SEHGAL (RETD.)","Tourist Transport Operator"
"M/S. B.T.C.","""R - 2, C.S.C, Market, Jail Road, Shiv Nagar""","""011 - 2553 2160, 011 -2550 8466""","011 - 2553 2160","NA","North","NEW DELHI","Delhi","MR. BALVINDER SINGH BAKSHI","Tourist Transport Operator"
"M/S. LIBERTY TRAVELS","""25/8, Guru House, 3rd Floor, Old Rajindra Nagar""","""011 - 4243 2651""","NA","nareshbln@yahoo.com","North","NEW DELHI","Delhi","MR NARESH KR BELANI","Tourist Transport Operator"
"M/S DIPLOMAT TOURIST TAXI SERVICE","""Chandra Gupta Marg, Behind Swiss Embassy,Chanakya Puri""","""011-2687 2401, 011-2410 0643""","NA","gurmeet_diplomat@yahopo.co.in","North","NEW DELHI","Delhi","MR. SUKHDEV SINGH","Tourist Transport Operator"
"M/S. R.S.TRAVELS","""849, Ground Floor, Shabad Mohammad Pur,Near IGI Airport""","""011 - 2565 4642, 011 - 6451 1798""","011 - 2565 4623","rstvinay@yahoo.co.in","North","NEW DELHI","Delhi","MR. VINAY KUMAR","Tourist Transport Operator"
"M/S PAUL TOURS","""York Hotel, K-Block, Connaught Circus""","""011-2341 5769, 011-2341 3019""","011 - 2341 4419","paultours@hotmail.com","North","NEW DELHI","Delhi","MR MAHINDER PAUL SINGH","Tourist Transport Operator"
"M/S GURBAX TOURIST CAR & TAXI SERVICE ( REGD)","""D-Block, (Opp. D-16), Lala Lajpat Rai Marg,Defence Colony""","""011-2462 2411, 011-2463 5229""","011 - 2625 2242","gurbaxtourist@gmail.com","North","NEW DELHI","Delhi","MR. DHARAM SINGH","Tourist Transport Operator"
"M/S. TAJ INDIA TOURS","""A-3/269, Jeevan Corner, N.H.-8,Mahipalpur Extn.""","""011 - 30620118, 011 - 30620119""","NA","tajindiatoursin@yahoo.co.in","North","NEW DELHI","Delhi","MR. RANBIR SINGH","Tourist Transport Operator"
"M/S CHANSON MOTORS PVT. LTD","""303-304-305, Plot No. 25, Garg Plaza,(Near Fountain Chowk Rani Bagh), Pitampura""","""011-9999995050, 011-9810225757""","011-2702 4100","info.chansonmotor.com","North","NEW DELHI","Delhi","MR. HARJEET SINGH CHANDOK","Tourist Transport Operator"
"M/S CARZONRENT (INDIA) PVT. LTD","""E - 4, Jhandewalan Extension,Rani Jhasi Road""","""011 - 4308 3000""","NA","www.carzonrent.com","North","NEW DELHI","Delhi","MR. RAJIV K VIJ","Tourist Transport Operator"
"M/S JAI MOHAN TRANSPORT SERVICE","""RZ-20, Roshanpura Extension,Najafgarh""","""011-2501 0897, 011-9810962789""","NA","NA","North","NEW DELHI","Delhi","MR. PARMOD KUMAR","Tourist Transport Operator"
"M/S MERCURY CAR RENTAL LTD","""The Oberoi, Zakir Hussain Marg""","""011-4328 2800, 011 - 4328 2900""","011-4328 2862","vvmukundan@avis.co.in","North","NEW DELHI","Delhi","FLT. LT. D. JACOB","Tourist Transport Operator"
"M/S PUJA TRAVELS (REGD.)","""BG - 22, R. G. Centre, Plot No - 4, Motia Khan,Pahar Ganj""","""011-2351 7075, 011-2351 5556""","011-2363 4470","NA","North","NEW DELHI","Delhi","MR. MAHESH KUMAR","Tourist Transport Operator"
"M/S. ASIAN TRAVEL HOUSE","""Office No. 9&10, 2nd Floor, B - 7, L.S.C,,Nelson Mandela Road, Vasant Kunj""","""011 - 2613 0080, 011 - 2613 0082""","011 - 2689 0089","jasbir@asiantravelhouse.com","North","NEW DELHI","Delhi","MR. JASBIR SINGH","Tourist Transport Operator"
"M/S. B.S. TRAVELS","""3/60, East Mehram Nagar,Delhi Cantt""","""011- 2567 1132, 9213372332""","011- 2567 5399","bstravelb@yahoo.com","North","NEW DELHI","Delhi","MR, BALBIR SINGH","Tourist Transport Operator"
"M/S THE TIMES TRAVEL","""105, ring road market, sarojini nagar""","""011- 2467 0156, 011- 2611 3235""","011- 2616 8328","thetimestravel@hotmail.com","North","New Delhi","Delhi","MR. VIJAY SINGH","Tourist Transport Operator"
"M/S. BALAJI SERVICES","""Mannco Complex, 100 Feet Road,Ghitorni""","""9990 777999, 97189 99100""","011 - 2650 2555","info@mannco.in","North","NEW DELHI","Delhi","MR. RANVIR SINGH MANN","Tourist Transport Operator"
"M/S. MEGA CORPORATION LTD.","""NSIC Complex, Maa Anandmayee Marg, Okhla,Industrial Estate, Phase - III""","""011 - 4151 6171, 011 - 2638 2728""","011 - 2638 2728","info@megacorpltd.com","North","NEW DELHI","Delhi","MR. SURENDRA CHHALANI","Tourist Transport Operator"
"M/S.BRIDGE THE WORLD TOURS & TRAVELS (DELHI)","""65, Bhagat Singh Market, (Gole Market)""","""011 - 4156 1014, 011 - 2374 4779""","NA","NA","North","NEW DELHI","Delhi","MR. TAKE CHAND","Tourist Transport Operator"
"M/S. KALKA TRAVELS (REGD.)","""UG - 20,, Palika Place, Panchkuian Road""","""011 - 2374 5286""","011 - 2374 5286","tourdelhi@yahoo.com","North","NEW DELHI","Delhi","MR. RAM SINGH","Tourist Transport Operator"
"M/S. LIFELINE TOURISM PVT. LTD.","""212, Shivam Plaza, Sector - 6, Dwarka""","""011 - 4557 4082""","NA","info@lifelinetourism.com","North","NEW DELHI","Delhi","MR. SATYAVIR SINGH","Tourist Transport Operator"
"M/S. N.S. TAXI SERVICE","""Shop No. 292, Defence Colony Flyover""","""011 - 2431 1033, 011 - 2431 5458""","011 - 2692 1859","NA","North","NEW DELHI","Delhi","MR. NAHAR SINGH","Tourist Transport Operator"
"M/S. HI TOURS CARS PRIVATE LIMITED","""37, Regal Building, Parliament Street,Connaught Place""","""011 - 4150 1611, 011 - 4150 1612""","011 - 2334 5974","cars@hi-tours.com","North","NEW DELHI","Delhi","MR. DEEPAK ANAND","Tourist Transport Operator"
"M/S. CAR RENTALS DELHI","""Shop No. 213 / 214, 2nd Floor,,Manish Market, CSC, Sector - 11, Dwarka""","""011 - 4570 1205""","011 - 4570 1205","jaibiryadav@yahoo.co.in","North","NEW DELHI","Delhi","MR. JAIBIR SINGH YADAV","Tourist Transport Operator"
"M/S. DEEPANSHU TOURS & TRAVELS","""52 / 1, 1st Floor, Mini Market, Nanak Pura, Moti Bagh - II, Near PNB""","""011 - 2412 2364""","NA","NA","North","NEW DELHI","Delhi","MR. NARESH KUMAR","Tourist Transport Operator"
"M/S. R.R.TRAVELS","""8 / 165, Mehram Nagar,Opposite Domestic Airport""","""011 - 2567 5361, 011 - 2567 3043""","NA","r.r.travels@hotmail.com","North","NEW DELHI","Delhi","MRS. SHANTI DEVI","Tourist Transport Operator"
"M/S. PANICKER'S TRAVEL (INDIA) PVT. LTD.","""16/10200, Gurudwara Road, Karol Bagh""","""011 - 4700 0111, 011 - 4700 0112""","011 - 2875 6247","info@panickerstravel.com","North","NEW DELHI","Delhi","MR. GOPALA KRISHNAN","Tourist Transport Operator"
"M/S. JASBIR TAXI SERVICE","""110, Anchal Plaza, Nelson Mandela Road,Vasant Kunj""","""011 - 2689 0072, 011 - 2689 0076""","011 - 2689 0089","sukhdev@jtstravels.com","North","NEW DELHI","Delhi","MR. SUKHDEV SINGH","Tourist Transport Operator"
"M/S. STATE EXPRESS","""104, Bhanot House, 17, Community Centre,Gulmohar Enclave Extension""","""011 - 4767 4042, 011 - 4767 4049""","011 - 2685 6740","bookings@statexp.in","North","NEW DELHI","Delhi","MRS. BIMLA GUPTA","Tourist Transport Operator"
"M/S. DELHI TRANSPORT TOURIST CAR OPERATORS","""31, DDA Shopping Centre, Kailash Colony,Extn., (Zamrudpur)""","""011 - 2646 0797, 011 - 2621 6949""","NA","delhi_transport@rediffmail.com","North","NEW DELHI","Delhi","MR. SANT SINGH","Tourist Transport Operator"
"M/S. KUMAR TOURIST TAXI SERVICE","""K - 14/1, Connaught Circus""","""011 - 2341 5930, 011 - 4151 3270""","011 - 2341 8859","kumartaxi@rediffmail.com","North","NEW DELHI","Delhi","MR. ARVIND KUMAR BHASIN","Tourist Transport Operator"
"M/S. THE TRAVEL POINT (TOUR OPERATOR & FLEET OWNER","""H - 6/208, Agarwal Tower, Netaji Subhash Palace,Pitampura""","""011 - 2735 4332, 011 - 4709 7171""","011 - 4709 7170","thetravelpoint@rediffmail.com","North","NEW DELHI","Delhi","MR. SATISH KUMAR GUPTA","Tourist Transport Operator"
"M/S. S.E.TRAVELS PVT. LTD.","""(Fleet Onwers & Tour Operator), 102, Bhanot House,17, Community Centre, Gulmohar Enclave Extn.""","""011 -4184 1122, 011 - 4184 1200""","011 - 2686 8552","stateexp@del2.vsnl.net.in","North","NEW DELHI","Delhi","MR. SANJEEV CHANDRA","Tourist Transport Operator"
"M/S. SINGH TOUR'S","""107 B, Sagar Plaza 1, Near Nirula's,,Mahindra Park Chowk""","""011 - 2702 0033""","NA","NA","North","NEW DELHI","Delhi","MR. INDERDEEP SINGH","Tourist Transport Operator"
"M/S. AMRIK TOURIST","""Shop No. 5, (1st Floor), Gandhi Market,(Behind Hotel Ranjeet), Meer Dard Road""","""011 - 2323 9044, 011 - 2323 9088""","011 - 2323 3697","welcomeindia@vsnl.com","North","NEW DELHI","Delhi","MR. AMRIK SINGH","Tourist Transport Operator"
"M/S. J.S.S. TOURS & TRAVELS","""Shop No. 17, Zamudpur DDA Market""","""011 - 2924 9076, 011 - 2923 2990""","NA","jss1062@yahoo.co.in","North","NEW DELHI","Delhi","MR. GURCHARAN SINGH","Tourist Transport Operator"
"M/S. JAI JAWALA TOURIST SERVICE","""Opp. Gargi College, Siri Fort Road,,Anand Lok""","""011 - 2625 2924, 011 - 2625 7454""","011 - 2625 2924","info@jawalatours.com","North","NEW DELHI","Delhi","MR. B. THAKUR","Tourist Transport Operator"
"M/S. SAUBHAGAYA TOURS & TRAVELS","""40, Yashwant Place, Chanakyapuri""","""011 - 2410 8989, 011 - 2467 5345""","011 - 2467 5109","NA","North","NEW DELHI","Delhi","MR. HARJINDER SINGH","Tourist Transport Operator"
"M/S. AUTO CAB CO.","""Shop No. 39, suite No. 37 - 38,Morland,Mangla Market, Near Kalkaji Post Office, kalkaji""","""011 -2622 6767, 011 - 2617 7577""","011 - 2621 7820","autocabco@gmail.com","North","NEW DELHI","Delhi","MR. SURESH KUMAR","Tourist Transport Operator"
"M/S. SAMRAT TRAVELS & TOURS","""J - 29, Mini Market, Alaknanda Shopping Complex,""","""011 - 2602 5900""","011 - 2602 8048","samarattravels@gmail.com","North","NEW DELHI","Delhi","MR. RAMAN SAIGEL","Tourist Transport Operator"
"M/S. FAB CARS PVT LTD.","""36 (UGF), Chandralok Building, Janpath,""","""011 - 2332 3015, 011 - 2331 4058""","NA","fabcars@vsnl.com","North","NEW DELHI","Delhi","MR. RAJIV PATODIA","Tourist Transport Operator"
"M/S. ALWAR TOURIST TRANSPORT SERVICE","""13, Suvidha Marker, Kaka Nagar""","""011 - 2307 5266, 011 - 2338 8636""","011 - 2307 2070","info@alwartourist.com","North","NEW DELHI","Delhi","MR. KRISHAN DUTT YADAV","Tourist Transport Operator"
"M/S BAKSHI TRANSPORT SERVICE (P) LTD.,","""21, C.S.C. Market, Jail Road, Shiv Nagar,Janakpuri""","""011 - 2551 2811, 011 - 2550 8811""","011 - 2562 3811","ekam@bakshitransportservice.co","North","NEW DELHI","Delhi","MR. K . S . SAWHNEY","Tourist Transport Operator"
"M/S DOABA TOURIST TRANSPORT SERVICE","""127, Khanna Market, Lodhi Colony""","""011- 2301 9802, 011 - 2301 6498""","011- 2462 7717","doada@doabacarrental.com","North","NEW DELHI","Delhi","MR. MANJEET SINGH","Tourist Transport Operator"
"M/S SUNNY TRAVELS (REGD.)","""234 - A, Chandi Plaza, Sant Nagar,East of Kailash""","""011 - 2646 9352, 011 - 2621 6485""","011 - 2628 9083","sunnytravels_1@yahoo.com","North","NEW DELHI","Delhi","MR. ARUN CHAWLA","Tourist Transport Operator"
"M/S. RANJIT BROS. TAXI SERVICES","""Chamber No. 106, 6/79, W.E. A.,,Gurudwara Road, Karol Bagh""","""011 - 2875 1175, 011 - 2875 6064""","011 - 2574 7882","ranjits@ndf.vsnl.net.in","North","NEW DELHI","Delhi","MR. S.K. MALHOTRA","Tourist Transport Operator"
"M/S. ORBIT TRAVELS & TOURS","""Shop No. 15, Dak Bungalow Campus,,Cantonment, Varanasi""","""0542 - 2507 161""","0542 - 2501 274","orbitvns@rediffmail.com","North","VARANASI","Uttar Pradesh","MR. KHURSHEED ZAFAR","Tourist Transport Operator"
"M/S. VISHAL TOURS & TRAVELS","""A unit of od Nar- Indra Hotels P ltd) Shop No. 34,,Mint House, Nadesar, Opp. Hotel Taj, Ganges,""","""0542 - 2502 981, 0542 - 2500 200""","NA","vishaltours@sify.com","North","VARANASI","Uttar Pradesh","MR. VIKRAM SINGH","Tourist Transport Operator"
"M/S. THIRUVATHIRA'S SILVER LAKE","""(TOURIST & TRAVELLER'S),Thuravoor, P.O. Alappuzha""","""0478 - 2565 190, 0478 - 2561 017""","0478 - 2561 017","info@thiruvathiraholidays.com","South","ALAPPUZHA","kerala","MS. SHINA PREMACHANDRAN","Tourist Transport Operator"
"M/S UNITY CABS","""265/A (20/2), 10th Main, T. Mariyappa Road,,1 Block, Jayanagar""","""080-2656 8698""","080-2656 9256","unitycab@bgl.vsnl.net.in","South","BANGALORE","Karnataka","MR. R.C.K. NIDHI","Tourist Transport Operator"
"M/S S.R.S.TRAVELS","""#321, T.S.P.Road, Opp, B'lore Medical College,Kalasipalyam, Bangalore""","""080-2670 4272, 080-2670 8511""","080-2670 3308","mails@srstravels.net","South","BANGALORE","Karnataka","SHRI. K.T.RAJASHEKHARA","Tourist Transport Operator"
"M/S. SAM TOURS & TRAVELS","""14-38-2, Model House Street, 1st Block,,D.V.G. Road, Basavanagudi, Opp. Shamanna Park""","""080 - 2660 2648, 080 - 2662 0668""","080 - 2660 2647","samtoursntravels@dataone.in","South","BANGALORE","Karnataka","MR. R. NAVEEN","Tourist Transport Operator"
"M/S. ARJUN TOURS & TRAVELS PVT. LTD.","""""Karnataka Tourism House"", 1st Floor, No. 8,Papanna Lane, St. Marks Road, Bangalore""","""080 - 2221 7054, 080 - 2224 2227""","080 - 2221 7054","arjuntours@touchtelindia.net","South","BANGALORE","Karnataka","MR. M. RAVINDRAN","Tourist Transport Operator"
"M/S. ORIX AUTO INFRASTRUCTURE SERVICES LIMITED","""#1, Bandappa Colony, New Byappanahalli Ext., Opp.,To Montfort College, Old Madras Road, Indiranagar""","""080 - 4330 2201, 080 - 4330 2202""","NA","ocr.bangalore@orixindia.com","South","BANGALORE","Karnataka","MR. NEERAJ KUMAR","Tourist Transport Operator"
"M/S. JANTA ROADWAYS (P) LTD.,","""D2, Thyagaraja Complex, 853, Poonamallee High,Road,""","""044 - 2681 0033, 044 - 2681 0035""","044 - 2681 1217","info@jantaroadways.in","South","CHENNAI","Tamilnadu","MR. RAJINDER SINGH","Tourist Transport Operator"
"M/S. FAST TRACK TOURIS & TRAVELS (A UNIT OF FAST TRACK PVT. LTD.,)","""No.1, Vellalar Street, Kodambakkam,Chennai""","""044 - 2473 2020, 044 - 2888 9999""","044 - 2472 7777","info@fasttracktourstravels.in","South","CHENNAI","Tamilnadu","MR. C. AMBIGAPATHY","Tourist Transport Operator"
"M/S. SRI SAMAYAA TOURS & TRAVELS","""30/73, Aryagowda Road, West Mambalam,,""","""044 - 2471 1909, 044 - 6547 8211""","NA","NA","South","CHENNAI","Tamilnadu","MR. S. ARUN KUMAR","Tourist Transport Operator"
"M/S. JEHOVAH TRAVELS","""#118, Egmore High Road, Egmore""","""044 - 2819 3712, 044 - 2819 0883""","044 - 2819 0860","jehovah1989@yahoo.com","South","CHENNAI","Tamilnadu","MR. S. CHANRASEKARAN","Tourist Transport Operator"
"M/S EXPRESS TRAVEL CORPORATIION","""21, (Old No. 12), New Tank Street,Nungambakkam""","""044 - 2827 2279, 044 - 4203 7171""","044 - 2823 3152","contact@expresstravelcorp.com","South","CHENNAI","Tamilnadu","Mrs. M SUNEETHA","Tourist Transport Operator"
